REPORTID,ID,KATEGORIE,SORTIERUNG,TEXT
"186e62769ecroot","372733455712230","Übergreifende Handlungskompetenz",9,"-"
"186e62769ecroot","372733455712230","Voraussetzungen",23,"Zusätzliche Voraussetzung für die Belegung im Rahmen eines Masterstudiums: Bachelorabschluss mit 180 ECTS
Alle im Rahmen des Zulassungsprozesses durch die jeweilige Wissenschaftliche Leitung festgelegten Grundlagenmodule sind erfolgreich abgeschlossen.
"
"186e62769ecroot","372733455712230","Wissenskompetenz",10,"- Die Studierenden verfügen über grundlegende Kenntnisse der historisch-gesellschaftlichen Bedingungen von Migration, Integration und interkulturellen Beziehungen.
- Die Studierenden kennen den Stand der wissenschaftlichen Diskussion über Migration, Inklusion und Exklusion sowie soziale Integration.
- Sie haben einen Überblick über verschiedene Gruppen bzw. Kategorien von Menschen mit Migrationshintergrund und sind in der Lage, Gemeinsamkeiten und Unterschiede zu erkennen.
- Die Studierenden verstehen internationale Migration als Teil der sozialen Strukturbildungen moderner Gesellschaften, die vielfältige Veränderungen und Neubildungen auslösen.
- Die Studierenden reflektieren Prozesse der Hervorbringung, Beobachtung und Gestaltung von Migration sowie die Heterogenität der dabei involvierten Interessen, Akteur*innen und asymmetrischen Machtbeziehungen.
- Sie kennen und deuten zentrale Aspekte sozialer Ungleichheit und erkennen soziale Ungleichheit als wichtige Rahmenbedingung Sozialer Arbeit.
- Sie bilden Fähigkeiten zur Reflexion interdisziplinärer Bezüge aus.
"
"186e62769ecroot","372733455712230","Besonderheiten",14,"-"
"186e62769ecroot","372733455712230","Fachkompetenz",4,"-"
"186e62769ecroot","372733488354234","Lehrinhalte",17,"- Migrationsbewegungen, Migrationsformen, Migrationskategorien
- Grundlagen der Migrationsforschung: soziale Bedingungen für Wanderungsprozesse sowie die sozialen Strukturbildungen, die aus Wanderungsprozessen resultieren
- Sozialwissenschaftliche Ansätze zur Erklärung von Migration, Integration, Inklusion und Exklusion, Assimilation, Transnationalismus
- Migrationsregimetheoretische Konzepte
- Migrations- und Integrationspolitik (Deutschland, Europa) und institutionelle Akteure in Verbindung mit Migrationstheorien
- Soziale Ungleichheitsverhältnisse im Zusammenhang mit Migration
"
"186e62769ecroot","372733488354234","Literatur",18,"Es wird jeweils die aktuellste Auflage zu Grunde gelegt."
"186e62769ecroot","372733524302237","Methodenkompetenz",40,"• Die Studierenden sind fähig, eigene Werte, soziale Positionen, Handlungsmotive und Praxen des Kategorisierens zu erkennen, wiederholt zu hinterfragen und zu überdenken.
• Sie sind bereit, soziale und berufsethische Verantwortung in ihrer gesellschaftlichen Rolle zu übernehmen, insbesondere hinsichtlich des Anspruchs auf Gerechtigkeit, Chancengleichheit und der Möglichkeit zur Partizipation.
• Die Studierenden sind zur kritischen Urteilsbildung fähig und verfügen dadurch über eine Basis für eigeninitiiertes und eigenverantwortliches Handeln. 
"
"186e62769ecroot","372733524302237","Personale und Soziale Kompetenz",41,"• Die Studierenden verfügen über eine persönliche Haltung der Anerkennung des Subjekts durch Anerkennung von Differenz und Heterogenität.
• Sie verfügen über einen ressourcenorientierten Blick auf Migration.
• Sie reflektieren, dass eine Praxis des Kategorisierens Hierarchien schafft und kontinuierlich reproziert.
Die Studierenden verfügen über Ambiguitätstoleranz.
"
"186e62769ecroot","372733524302237","Sachkompetenz",5,"-"
"186e62769ecroot","372733524302237","Selbstkompetenz",8,"- Die Studierenden sind fähig, eigene Werte, soziale Positionen, Handlungsmotive und Praxen des Kategorisierens zu erkennen, wiederholt zu hinterfragen und zu überdenken.
- Sie sind bereit, soziale und berufsethische Verantwortung in ihrer gesellschaftlichen Rolle zu übernehmen, insbesondere hinsichtlich des Anspruchs auf Gerechtigkeit, Chancengleichheit und der Möglichkeit zur Partizipation.
- Die Studierenden sind zur kritischen Urteilsbildung fähig und verfügen dadurch über eine Basis für eigeninitiiertes und eigenverantwortliches Handeln. 
"
"186e62769ecroot","372733524302237","Sozial-ethische Kompetenz",7,"- Die Studierenden verfügen über eine persönliche Haltung der Anerkennung des Subjekts durch Anerkennung von Differenz und Heterogenität.
- Sie verfügen über einen ressourcenorientierten Blick auf Migration.
- Sie reflektieren, dass eine Praxis des Kategorisierens Hierarchien schafft und kontinuierlich reproziert.
- Die Studierenden verfügen über Ambiguitätstoleranz.
"
"186e62769ecroot","372733524302237","Übergreifende Handlungskompetenz",9,"-"
"186e62769ecroot","372733524302237","Voraussetzungen",23,"Zusätzliche Voraussetzung für die Belegung im Rahmen eines Masterstudiums: Bachelorabschluss mit 180 ECTS
Alle im Rahmen des Zulassungsprozesses durch die jeweilige Wissenschaftliche Leitung festgelegten Grundlagenmodule sind erfolgreich abgeschlossen.
"
"186e62769ecroot","372733524302237","Wissenskompetenz",10,"- Die Studierenden kennen die Bedeutung und Möglichkeiten des konstruktiven Umgangs mit Heterogenität in der deutschen Gesellschaft und können sie in Bezug auf Individuen, Gruppen und Organisationen konkretisieren.
- Sie können analysieren, welche Ambivalenzen mit Differenz- und Gleichheitskonstruktionen verbunden sind.
- Die Studierenden kennen die Gefahren eines unreflektierten Diskurses um interkulturelle Kompetenz.
- Sie kennen den Stand der Diskussion um interkulturelle Kompetenz, Diversity und Diversity Management.
- Die Studierenden erkennen, dass soziale Differenzen sozial konstruiert, vielfältig miteinander verknüpft und wirkmächtig sind.
- Sie sind in der Lage, interkulturelle Fragestellungen zu kontextualisieren. (z. B. soziale Benachteiligungen, Diskriminierung, Machtverteilung usw.).
"
"186e62769ecroot","372733524302237","Besonderheiten",14,"Prüfungsleistung: Seminararbeit (15 - 20 Seiten)"
"186e62769ecroot","372733524302237","Fachkompetenz",4,"-"
"186e62769ecroot","372733524302237","Handlungskompetenz",11,"- Die Studierenden verfügen über interkulturelle Kompetenz als Differenz- und Dominanzsensibilität und die Fähigkeit, diese auf unbekannte neue Situationen im Umgang mit Vielfalt und Differenz zu übertragen und anzuwenden.
- Sie kennen die Funktion sowie die Gestaltungsmöglichkeiten von Sozialer Arbeit in institutionellen und organisatorischen Kontexten.
- Die Studierenden sind in der Lage, kritisch zu beobachten, alternative Denk- und Lösungsansätze zu suchen, Lehrmeinungen zu hinterfragen und ihre Standpunkte  gegenüber Dritten angemessen zu vertreten.
- Sie sind in der Lage, neuere theoretische Erkenntnisse der Interkulturellen Studien auf die Praxis zu übertragen.
- Sie sind in der Lage, eigenverantwortlich methodische Handlungsschritte und -strategien zur Überwindung von Diskriminierung zu entwickeln.
- Sie können neue Inhalte und Fragestellungen in der Migrationsgesellschaft aufgreifen und lösen. Dadurch sind sie in der Lage, den komplexen Anforderungen der Sozialen Arbeit in der Migrationsgesellschaft gerecht zu werden. 
"
"186e62769ecroot","372733524302237","Lehrform",47,"-"
"186e62769ecroot","372733524302237","Lehrinhalte (nur im Sozialwesen)",15,"-"
"186e62769ecroot","372733524302237","Literatur",31,"-"
"186e62769ecroot","372733619133241","Lehrinhalte",17,"- Entwicklungslinien von der „Ausländerpädagogik“ zur interkulturellen Sozialen Arbeit und aktuellen (sozialpädagogischen) Konzeptionen zum konstruktiven Umgang mit Heterogenität
- Interkulturelle Kompetenz und Diversity
- Kulturbegriffe und -theorien
- Kulturalisierung und Ethnisierung
- Ambivalenzen von Differenz- und Gleichheitskonstruktionen
- Diskriminierung, Rassismus
- Machtkritik und Konzepte der Diskurstheorie und Diskursanalyse
- Theorie der Anerkennung
- Aktuelle Forschungsansätze
"
"186e62769ecroot","372733619133241","Literatur",18,"Es wird jeweils die aktuellste Auflage zu Grunde gelegt."
"186e62769ecroot","372733644322243","Besonderheiten",14,"Die Projekt-, bzw. Forschungsskizze des Leistungsnachweises bezieht sich auf eine wissenschaftlich begründete Konzeptentwicklung. Sie soll auf ein Projekt für
ein konkretes Arbeitsfeld und/oder eine ausgewählte Zielgruppe übertragbar sein. In ihr bündeln sich das erworbene interdisziplinäre Wissen sowie die
Kompetenzen zur Entwicklung professionellen Handelns auf den Ebenen der Adressat*innen, der sozialräumlichen Netzwerkstrukturen und der Organisationen
in der Migrationsgesellschaft.
Prüfungsleistung: Projekt- und Forschungsskizze (10 - 15 Seiten)."
"186e62769ecroot","372733644322243","Fachkompetenz",4,"-"
"186e62769ecroot","372733644322243","Handlungskompetenz",11,"- Die Studierenden können gesellschaftliche Diskurse migrationsspezifischer Sozialer Arbeit in ihrem historischen und politischen Kontext als soziale
Probleme verstehen und ihr professionelles Handeln, basierend auf nomologischen und ethischen Aussagen sowie Forschungsergebnissen, begründen.
- Sie sind qualifiziert, in (inter-)disziplinären Fachdebatten eine eigene professionelle Position einzunehmen, die gesellschaftlichen Potenziale einer
heterogenen Gesellschaft hervorzuheben und ein wissenschaftlich begründetes Handlungskonzept zu entwickeln.
- Sie sind in der Lage, die Ausstattungs-, Austausch-, Macht-, Werte- und Kriterienprobleme der Adressat*innen sowie der institutionellen und
sozialräumlichen Akteure im Feld der Sozialen Arbeit zu analysieren und dieses Wissen den Adressat*innen zugänglich zu machen.
- Sie haben die Konsequenzen aus der asymmetrischen Machtausstattung erkannt und können Strategien des Power-Sharing für ihr professionelles
Handeln in ihrem Wirkungsfeld entwickeln sowie Ermächtigung und Beteiligung ermöglichende (institutionelle) Strukturen planen.
- Sie können diesbezüglich konstruktive, fachlich fundierte Kritik sowie Handlungsalternativen formulieren und die Perspektive der Adressat*innen
und Migrant*innenselbstorganisationen einbeziehen."
"186e62769ecroot","372733644322243","Lehrform",47,"-"
"186e62769ecroot","372733644322243","Lehrinhalte (nur im Sozialwesen)",15,"-"
"186e62769ecroot","372733644322243","Literatur",31,"-"
"186e62769ecroot","372733644322243","Methodenkompetenz",40,"-"
"186e62769ecroot","372733644322243","Personale und Soziale Kompetenz",41,"-"
"186e62769ecroot","372733644322243","Sachkompetenz",5,"-"
"186e62769ecroot","372733644322243","Selbstkompetenz",8,"- Sie erkennen die gesellschaftlichen Macht- und Diskriminierungsstrukturen und verfügen über Sensibilität bezüglich der Wirkung von White
Supremacy und (institutionellen) Diskriminierungspraxen sowie ihrer eigenen Rolle und Verstricktheit in diesen Kontexten.
- Sie sind sich bewusst, dass sie als Sozialarbeitende selbst Diskurse (re-)produzieren und Kategorisierungen wie bspw. Migrationshintergrund oder
'Rasse' aus sich selbst heraus zur Ausgrenzung beitragen und die Potentiale der Adressat*innen Sozialer Arbeit behindern können."
"186e62769ecroot","372733644322243","Sozial-ethische Kompetenz",7,"- Die Studierenden kennen die menschenrechtlichen und moralphilosophischen Grundlagen des Konzepts der Menschenrechtsprofession Sozialer Arbeit
und orientieren sich bei der Analyse von sozialen Problemen in der Migrationsgesellschaft grundsätzlich an den Menschenrechten.
- Professionelle Handlungskonzepte bewerten sie anhand des Ethik-Kodex der IFSW und richten eigene Handlungsstrategien danach aus.
- Sie sind fähig, Praxen von Alltagsrassismus, Antisemitismus, Islamfeindlichkeit, Antiziganismus, Ableismus, Sexismus und/oder Homophobie
aufzudecken, zu reflektieren und die eigene Involviertheit in soziale Ausgrenzungspraxen transparent zu machen."
"186e62769ecroot","372733644322243","Übergreifende Handlungskompetenz",9,"-"
"186e62769ecroot","372733644322243","Voraussetzungen",23,"Zusätzliche Voraussetzung für die Belegung im Rahmen eines Masterstudiums: Bachelorabschluss mit 180 ECTS
Alle im Rahmen des Zulassungsprozesses durch die jeweilige Wissenschaftliche Leitung festgelegten Grundlagenmodule sind erfolgreich abgeschlossen.
"
"186e62769ecroot","372733644322243","Wissenskompetenz",10,"- Die Studierenden haben sich mit den theoretischen Grundlagen professionellen Handelns im Kontext von sozialen Problemen in der globalen
Migrationsgesellschaft auseinandergesetzt und können die Differenzlinien sozialer Ungleichheit erkennen.
- Sie können die Rolle der Sozialen Arbeit dahingehend kritisch reflektieren, inwiefern die Soziale Arbeit zur Aufrechterhaltung sozialer Ungleichheit
hinsichtlich Migration beiträgt und in eurozentristische und rassistische Denkmuster verstrickt ist.
- Sie können institutionelle Bedingungen migrationsspezifischer Sozialer Arbeit analysieren und mit den für die Soziale Arbeit als handlungsleitend
definierten Handlungskonzepten Ressourcenförderung, systemisches Handeln, Gender und Diversity sowie Empowerment verbinden.
- Aufgrund dieses (inter-)disziplinären Wissens sind sie in der Lage, den Transfer in Bezug auf eine wissenschaftlich begründetes Konzept für die
Profession und ihr Praxisfeld, für innovative Projekte und Programme ihrer Zielgruppe(n) zu entwickeln.
- Sie können begründen, welche Handlungsleitlinien sich daraus ergeben und weshalb sie welche Methoden, Verfahren und Techniken
situationsbezogen und partizipativ für eine migrations- und diversitätssensible Soziale Arbeit in der Praxis einsetzen."
"186e62769ecroot","372733719642247","Literatur",18,"Es wird jeweils die aktuellste Auflage zu Grunde gelegt.
- Angerer, B. (2008): Geschlechterreflexivität im Selbst- und Professionsverständnis der Sozialen Arbeit. In: Bramberger, A. (Hg.): Geschlechtersensible soziale Arbeit. Wien: LIT-Verlag, S.13-25. (Wissenschaftliche Schriftenreihe des Zentrums für Zukunftsstudien - Salzburg, 10)
- Blank, B.; Gögercin, S.; Sauer, K. E.; Schramkowski, B. (Hg.) (2018): Soziale Arbeit in der Migrationsgesellschaft. Grundlagen - Konzepte - Handlungsfelder. Wiesbaden: Springer VS. 
- Blank, B. (2012): Die Interdependenz von Ressourcenförderung und Empowerment. Der autonome Ressourcenbegriff der Adressatinnen und Adressaten. Opladen, Toronto: Budrich Uni Press.
- Blank, B.: Empowerment. Ein Leitkonzept der Sozialen Arbeit in der Migrationsgesellschaft? in: Blank, B.; Gögercin, S.; Sauer, K. E.; Schramkowski B. (Hg) (2018): Soziale Arbeit in der Migrationsgesellschaft. Grundlagen – Konzepte – Handlungsfelder. Wiesbaden: Springer VS, S. 327-340.
- Bramberger, A. (Hg.) (2008): Geschlechtersensible Soziale Arbeit. Münster: LIT Verlag.
- Galuske, M. (2013): Methoden der Sozialen Arbeit. Eine Einführung. 10. Aufl., Weinheim/München: Juventa.
- Geiser, K. (2013): Problem- und Ressourcenanalyse in der Sozialen Arbeit. Eine Einführung in die systemische Denkfigur und ihre Anwendung. 5. überarb. Aufl., Freiburg i. Br.: Lambertus.
- Herriger N. (2014): Empowerment in der Sozialen Arbeit. Eine Einführung. 5., erw. u. aktual. Aufl., Stuttgart: Kohlhammer.
- Kreft, D.; Müller, C. W. (Hg.) (2017): Methodenlehre in der Sozialen Arbeit. Konzepte, Methoden, Verfahren, Techniken. 2. überarb. u. erw. Aufl., Müchen/Basel: Reinhardt.
- Marmer, E. (2018): Kritisches Weißsein als Perspektivwechsel und Handlungsaufforderung. In: Blank, B.; Gögercin, S.; Sauer, K.; Schramkowski, B. (Hrsg.) (2018): Soziale Arbeit in der Migrationsgesellschaft. Wiesbaden: Springer VS, S. 291-302.
- Melter, C. (Hg.) (2015): Diskriminierungs- und rassismuskritische soziale Arbeit und Bildung. Praktische Herausforderu"
"186e62769ecroot","372733719642247","Lehrinhalte",17,"Grundlegende, ausgewählte Handlungstheorien, Konzepte und Methoden
migrationsspezifischer Sozialer Arbeit:
- Analyse sozialer Probleme und die Differenzkategorien sozialer Ungleichheit: im interdisziplinären Diskurs
- Der ""erweiterte transformative Dreischritt"": in Anlehnung an die ""Zürcher Schule""
- Interaktionstheoretische Grundlagen: in Bezug zur Lebensweltorientierung Sozialer Arbeit
- Ressourcentheoretische Grundlagen: basierend auf Stressforschung, Salutogenese und Reziprozitätsforschung
- Ermächtigungs- und machttheoretische Grundlagen: in Bezug zu Machttheorien, Analysen von ""Power"", Critical Whiteness und Non-Racial-Social Work
- Exemplarische methodische Ansätze: Kooperatives Lernen in Gruppen und Organisationen, Lernende Organisation, Bewusstseins- und Demokratiebildung;
Ästhetische Praxen informeller Bildung in den Bereichen Kreativität, Kultur, Medien; Empowerment-Tools und -Strategien, z. B. persönliche Zukunftsplanung,
Autonomer Ressourcenbegriff, Empowerment Kompass, Family Group Conference, Community Organizing."
"186e62769ecroot","372733748518249","Besonderheiten",14,"Der Leistungsnachweis umfasst die Präsentation einer Situation aus der Praxis in der Lehrveranstaltung, in der Rassismus eine Rolle spielt, sowie von möglichen Lösungsansätzen sowie die Moderation einer Diskussion mit den Kommilitonen/innen, bei der die Lösungsansätze diskutiert und erweitert werden. Aufarbeitung des Themas als Seminararbeit mit Fokus auf lösenden Handlungsansätzen.

Prüfungsleistung: Testat (Anwesenheit) / Referat (10 - 15 Minuten)."
"186e62769ecroot","372733748518249","Fachkompetenz",4,"-"
"186e62769ecroot","372733748518249","Handlungskompetenz",11,"- Die Studierenden kennen Methoden zur Sensibilisierung von Angehörigen der Mehrheitsgesellschaft (u. a. Fachkräfte der Sozialen Arbeit) bezüglich rassistischer Denk- und Handlungsmuster sowie zur Stärkung von Menschen mit Migrationshintergrund bezüglich der Partizipation in verschiedenen gesellschaftlichen Bereichen.
- Die Studierenden erkennen rassistische Situationen und Strukturen in ihren Arbeitsfeldern - auch in ihren Verstrickungen mit weiteren Differenzlinien, haben einen Umgang mit rassistischen Situationen ausgebildet und sind in der Lage, Veränderungsschritte zu konzipieren.
- Die Studierenden können das Phänomen des Rassismus mit den anderen Themen des Masters verbinden (Intersektionalität, Migrationspolitik, Integrationsdiskurse u. a.).
"
"186e62769ecroot","372733748518249","Lehrform",47,"-"
"186e62769ecroot","372733748518249","Lehrinhalte (nur im Sozialwesen)",15,"-"
"186e62769ecroot","372733748518249","Literatur",31,"-"
"186e62769ecroot","372733748518249","Methodenkompetenz",40,"• Die Studierenden haben eine Sensibilität für rassistische Phänomene und ihre (teilweise versteckten) Auswirkungen auf gesellschaftliche Strukturen und individuelle Lebenswelten entwickelt.
• Die Studierenden haben eine rassismuskritische und differenzsensible Haltung entwickelt und können Rassismus mit weiteren Differenzlinien verknüpfen.
• Sie haben ihre diversitätsbewusste Haltung geschärft: Dies bedeutet, dass sie Bewusstsein sowohl für ihre eigene als auch die Position von Klient/innen innerhalb gesellschaftlicher (rassistischer) Strukturen gewonnen haben. 
"
"186e62769ecroot","372733748518249","Personale und Soziale Kompetenz",41,"• Die Studierenden sind in der Lage, rassistische Situationen in ihren Praxisfeldern unter Einbezug verschiedener gesellschaftlicher Ebenen und Interessen und weiterer Differenzkategorien zu analysieren. Dabei nehmen sie speziell den Alltag von Menschen, die von Rassismus be- troffen sind, in den Blick und fokussieren die Unterstützung hinsichtlich eines gelingenderen Alltags, sowie den Alltag derjenigen, die Rassismus – bewusst oder unbewusst – hervorbringen.
• Die Studierenden können unter Bezug auf das Tripelmandat der Sozialen Arbeit begründen, weshalb Rassismuskritik in Bezug auf die Arbeit mit Klient/innen und die Ebene der Organisa- tion (Konzept, Mitarbeitende, Struktur) eine zentrale Basiskompetenz darstellt. Dabei haben sie Kenntnisse vor allem hinsichtlich des eigenen Mandats der Sozialen Arbeit vertieft, können also wissenschaftlich und ethisch die Bearbeitung von Rassismus als soziales Problem herlei- ten.
• Die Studierenden sind in der Lage, Konzepte zu entwickeln, wie Soziale Arbeit dazu beitragen kann, dass Rassismen auf den verschiedenen gesellschaftlichen Ebenen aufgedeckt werden und vermehrt in den gesellschaftlichen Diskurs gelangen, um so im Sinne Tripelmandats zu agieren.
"
"186e62769ecroot","372733748518249","Sachkompetenz",5,"-"
"186e62769ecroot","372733748518249","Selbstkompetenz",8,"- Die Studierenden haben eine Sensibilität für rassistische Phänomene und ihre (teilweise versteckten) Auswirkungen auf gesellschaftliche Strukturen und individuelle Lebenswelten entwickelt.
- Die Studierenden haben eine rassismuskritische und differenzsensible Haltung entwickelt und können Rassismus mit weiteren Differenzlinien verknüpfen.
- Sie haben ihre diversitätsbewusste Haltung geschärft: Dies bedeutet, dass sie Bewusstsein sowohl für ihre eigene als auch die Position von Klient*innen innerhalb gesellschaftlicher (rassistischer) Strukturen gewonnen haben. 
"
"186e62769ecroot","372733748518249","Sozial-ethische Kompetenz",7,"- Die Studierenden sind in der Lage, rassistische Situationen in ihren Praxisfeldern unter Einbezug verschiedener gesellschaftlicher Ebenen und Interessen und weiterer Differenzkategorien zu analysieren. Dabei nehmen sie speziell den Alltag von Menschen, die von Rassismus betroffen sind, in den Blick und fokussieren die Unterstützung hinsichtlich eines gelingenderen Alltags, sowie den Alltag derjenigen, die Rassismus – bewusst oder unbewusst – hervorbringen.
- Die Studierenden können unter Bezug auf das Tripelmandat der Sozialen Arbeit begründen, weshalb Rassismuskritik in Bezug auf die Arbeit mit Klient*innen und die Ebene der Organisation (Konzept, Mitarbeitende, Struktur) eine zentrale Basiskompetenz darstellt. Dabei haben sie Kenntnisse vor allem hinsichtlich des eigenen Mandats der Sozialen Arbeit vertieft, können also wissenschaftlich und ethisch die Bearbeitung von Rassismus als soziales Problem herleiten.
- Die Studierenden sind in der Lage, Konzepte zu entwickeln, wie Soziale Arbeit dazu beitragen kann, dass Rassismen auf den verschiedenen gesellschaftlichen Ebenen aufgedeckt werden und vermehrt in den gesellschaftlichen Diskurs gelangen, um so im Sinne Tripelmandats zu agieren.
"
"186e62769ecroot","372733748518249","Übergreifende Handlungskompetenz",9,"-"
"186e62769ecroot","372733748518249","Voraussetzungen",23,"Zusätzliche Voraussetzung für die Belegung im Rahmen eines Masterstudiums: Bachelorabschluss mit 180 ECTS
Alle im Rahmen des Zulassungsprozesses durch die jeweilige Wissenschaftliche Leitung festgelegten Grundlagenmodule sind erfolgreich abgeschlossen.
"
"186e62769ecroot","372733748518249","Wissenskompetenz",10,"- Die Studierenden können (alltäglichen) Rassismus definieren.
- Sie kennen sozialpsychologische Erklärungsmodelle bezüglich des Entstehens von Rassismus und wissen darüber hinaus, auf welchen Ebenen sich Rassismus zeigt und inwiefern Rassismus in gesellschaftliche Machtverhältnisse eingebunden ist.
- Die Studierenden haben sich mit Bewältigungsstrategien und Zugehörigkeitsverortungen von Menschen, die von Rassismus betroffen sind, auseinandergesetzt.
- Die Studierenden können reflektieren, inwiefern rassistische Ausgrenzungen mit anderen Differenzkategorien (Geschlecht, Generation, soziale Herkunft, usw.) verknüpft sind und zusammenwirken (Intersektionalität) sowie inwiefern diese Zusammenhänge für die Erklärung und Bearbeitung sozialer Probleme relevant sind.
- Die Studierenden sind in der Lage, auch Verstrickung der Sozialen Arbeit in gesellschaftlich dominante Diskurse, Stigmatisierungen und die Konstruktion von Migrationsanderen zu erkennen und zu hinterfragen.
"
"186e62769ecroot","372733778844253","Lehrinhalte",17,"- Zusammenführung von bisherigen Wissensbeständen im Zusammenhang mit Rassismus (Diskriminierung, Vorurteile, Stereotypen – u. a. aus sozialpsychologischer Sicht –, Rassismus im Zusammenhang mit Kolonial- und NS-Geschichte u. a.)
- Vertiefte Auseinandersetzung mit Definitionen von Rassismus und Alltagsrassismus sowie mit Ebenen von Rassismus: struktureller, institutioneller, individueller und diskursiver Rassismus und mögliche Auswirkungen auf der Mikro-, Meso- und Makroebene
- Erklärungsansätze für das Entstehen von Rassismus bzw. die ""Sinnhaftigkeit"" bzw. ""Funktion"" von Rassismus
- (Alltäglicher) Rassismus in Handlungsfeldern der Sozialen Arbeit, u.a. im Hinblick auf die Frage: „Wer spricht wie über wen?“
- Bestandsanalyse: Alltagsrassismus in Lebenswelten von Menschen mit Migrationshintergrund und Bewältigungsstrategien u. a. im Hinblick auf Zugehörigkeitspositionierungen
- Institutioneller Rassismus am Beispiel des (Aus-)Bildungssystems und des Arbeitsmarktes sowie der Lebenssituation von Flüchtlingen
- Rassismus im Mediendiskurs (z. B. Analyse von politischen Diskursen zum Thema Migration und spezifisch zum Thema Flucht und Asyl)
- Postcolonial Studies, Critical Whiteness Studies
- Rechtsradikale Orientierungen im Kontext von Rassismus
- Integration und Kultur im Diskurs als Sprachversteck von Rassismus
- Elemente rassismuskritischer Sozialer Arbeit und Methoden zur Sensibilisierung für (alltägliche) Rassismen in Handlungsfeldern der Sozialen Arbeit (Ebene von Klient*innen sowie Mitarbeitenden)
- Analyse von rassistischen Situationen auf struktureller, institutioneller oder individueller Ebene aus den Praxisfeldern der Studierenden (Kollegiale Beratung)
- Entwicklung von Lösungsansätzen bzw. Ansätzen zur Verminderung von Rassismus auf verschiedenen gesellschaftlichen Ebenen (z. B. Förderung politischer Partizipation von Menschen mit Migrationshintergrund sowie auf dem Weg in Führungspositionen in der Sozialen Arbeit und in anderen gesellschaftlichen Bereichen)
"
"186e62769ecroot","372733778844253","Literatur",18,"Es wird jeweils die aktuellste Auflage zu Grunde gelegt."
"186e62769ecroot","372773681146715","Besonderheiten",14,"Es besteht eine Kombinationsmöglichkeit der Prüfungsleistungen gemeinsam mit Modul SMSAM_09:
Als Prüfungsleistung wird entweder eine Problemstellung (Fall, Situation, Projekt u.a.) aus rassismuskritischer (M9) oder aus intersektionaler Perspektive (M10) analysiert. Diese Problemstellung wird im Seminar präsentiert und diskutiert (ca. 30 Minuten) und im Nachgang schriftlich ausgearbeitet (10 Seiten).

Alternative Prüfungsleistung ohne Kombination mit Modul SMSAM_09: Seminararbeit 15-20 Seiten."
"186e62769ecroot","372773681146715","Fachkompetenz",4,"-"
"186e62769ecroot","372773681146715","Handlungskompetenz",11,"- Die Studierenden sind in der Lage, Differenz als Indikator für gesellschaftliche Machtverhältnisse zu analysieren. Dabei können sie Zusammenhänge zwischen strukturellen Bedingungen, diskursiven Bedeutungen und subjektiven Begründungen erschließen und diese auf die Lebenslagen von Klient*innen übertragen.
- Sie verstehen es, diese Verschränkungen in der Migrationsgesellschaft transparent zu machen, sowohl auf institutioneller, fachlicher als auch individueller Ebene.  
"
"186e62769ecroot","372773681146715","Lehrform",47,"-"
"186e62769ecroot","372773681146715","Lehrinhalte (nur im Sozialwesen)",15,"-"
"186e62769ecroot","372773681146715","Literatur",31,"-"
"186e62769ecroot","372773681146715","Methodenkompetenz",40,"• Den Studierenden ist die Konstruiertheit sozialer Verhältnisse bewusst.
• Sie können ihre eigene biographische und professionelle Positionierung im Rahmen der mehrheitsgesellschaftlichen Konstruktionen von Normalität hinterfragen.
• In der Praxis migrationsbezogener Sozialer Arbeit verstehen sie es, sich für eine differenzsensible Perspektive einzusetzen.
"
"186e62769ecroot","372773681146715","Personale und Soziale Kompetenz",41,"• Die Studierenden sind in der Lage, Differenz von gesellschaftlichen Konnotationen, die Ausgrenzungen produzieren, zu abstrahieren.
• Gleichzeitig sind sie fähig, in ihrer Praxis Verstrickungen zwischen bestimmten Differenzmerkmalen und sozialen sowie institutionellen Ausgrenzungspraktiken aufzudecken.
• Sie begegnen Phänomenen gesellschaftlicher Diversität mit einer menschenrechtsorientierten Haltung, die dem Ethikkodex der IFSW entspricht.
 •Sie verfolgen das Interesse, heteronormative Machtungleichgewichte aufzuheben, indem sie die dafür herangezogenen Differenzlinien in Frage stellen, sich für eine Umverteilung ungerecht verteilter Ressourcen einsetzen und Anerkennung von Ressourcen fordern, die als solche bisher zu Unrecht in der Mehrheitsgesellschaft nicht ausreichend Wertschätzung erfahren.
"
"186e62769ecroot","372773681146715","Sachkompetenz",5,"-"
"186e62769ecroot","372773681146715","Selbstkompetenz",8,"- Den Studierenden ist die Konstruiertheit sozialer Verhältnisse bewusst.
- Sie können ihre eigene biographische und professionelle Positionierung im Rahmen der mehrheitsgesellschaftlichen Konstruktionen von Normalität hinterfragen.
- In der Praxis migrationsbezogener Sozialer Arbeit verstehen sie es, sich für eine differenzsensible Perspektive einzusetzen.
"
